Country_Name,Year_Recorded,Temperature,Humidity,Wind Speed,Precipitation,CO2 Emissions,Sea Level Rise
Gabon,2015-01-13 15:05:59.675967552,10.082080666382035,95.3888675259602,5.06274306080935,95.80426379929492,498.84678583080495,2.2004911889210232
Saint Pierre and Miquelon,2015-01-14 11:15:42.934293376,12.294624525985853,36.34138654062965,31.305857561481982,25.865919258293268,410.42412635843993,-0.1025413785753192
Reunion,2015-01-15 07:25:26.192619200,14.898811503295024,68.70983716794944,14.153567587202245,63.04939706776993,381.2260849231433,-1.4357683456282846
Montenegro,2015-01-16 03:35:09.450945088,20.673577243183047,5.425504785644075,48.26645284612856,49.82273460897498,437.2202959518505,-0.1419146156196217
Spain,2015-01-16 23:44:52.709270912,14.541574887727537,46.969139807409945,33.55008751727366,77.83794849996336,321.2305853434052,-0.7193165637963245
Libyan Arab Jamahiriya,2015-01-17 19:54:35.967596736,16.413305587077964,20.136186395086657,17.117243343390243,16.726866038731323,303.4818942748972,-1.3682396802007006
Switzerland,2015-01-18 16:04:19.225922560,18.61814171110872,52.12584444950009,2.172599830032312,29.250920841468776,349.2629664494111,1.010952697259905
Malta,2015-01-19 12:14:02.484248384,13.281396314478313,33.58419026592373,23.582499251755973,65.97007483429628,292.04557422064056,0.0435595460043212
Iceland,2015-01-20 08:23:45.742574208,13.45907245295385,42.44558674123603,20.866352215183305,22.51062318765158,416.0126171079356,-0.7825872214655134
Germany,2015-01-21 04:33:29.000900032,16.0450340714207,47.05368713428827,36.99776208142958,16.457946483971174,341.645283331473,0.8424633628654599
Guadeloupe,2015-01-22 00:43:12.259225920,16.488782858104233,16.988859706573578,10.196682584204153,44.4856142343089,379.7629626886704,-0.2901977698828963
Nicaragua,2015-01-22 20:52:55.517551744,16.1681183724125,27.220968537267744,40.023266410917515,80.88848438953458,339.6365235349342,0.2045428546902054
Russian Federation,2015-01-23 17:02:38.775877568,19.373497041087923,47.34148192796058,18.54749714268136,74.44943704761869,382.2336325213341,-0.4859738538451087
Chile,2015-01-24 13:12:22.034203392,11.17095294758257,44.34666883297646,1.6426358295503984,46.21007604051909,385.36803410576584,2.2113332485306887
Uganda,2015-01-25 09:22:05.292529216,20.145397828259966,88.05760848238573,49.12940040667843,29.372370092838572,388.7842577925505,-0.5505232437370783
Malaysia,2015-01-26 05:31:48.550855040,6.85225663641897,40.98574101098538,0.7030995982883648,28.278827687886174,374.16575966905776,0.5505228890029605
Bermuda,2015-01-27 01:41:31.809180864,23.572649215282205,28.73412985247461,7.173908487689706,69.87323038739545,356.8240285050576,-0.944546809038582
Cote d'Ivoire,2015-01-27 21:51:15.067506688,22.57330087866703,68.44828707996852,22.809597872027236,64.70760495073928,431.235706867087,0.5293834665404539
Kenya,2015-01-28 18:00:58.325832576,14.849028906448126,98.53512216370169,14.887104103580524,77.60483236490333,373.731656008903,0.2823118703607851
Suriname,2015-01-29 14:10:41.584158400,14.71899683567451,61.05399821487261,34.29082697895316,19.032554761300336,392.13318162689416,1.5988125025957003
Kazakhstan,2015-01-30 10:20:24.842484224,9.866014568905154,26.3302040225445,20.11580029026614,56.56267620765581,426.0788667262513,-0.9470046269350504
Christmas Island,2015-01-31 06:30:08.100810048,19.37650539024093,56.66408973464048,30.705164347742603,79.9079245526437,445.09992665609127,0.0248287758257477
Chad,2015-02-01 02:39:51.359135872,18.474284820488514,82.12508685989475,40.455934867095934,46.73891126027814,396.75101615403986,0.1752028250556085
Mexico,2015-02-01 22:49:34.617461696,6.016506075725431,48.917825278349525,30.68718800330028,89.88388303840037,419.4386905292789,1.1442526085859392
Myanmar,2015-02-02 18:59:17.875787520,17.57311673753223,16.509089507309515,24.474591750647313,15.278530984653749,470.84838133454815,-0.1436312959329999
Jersey,2015-02-03 15:09:01.134113408,19.426395540505773,25.868063177663547,5.757614483647854,86.88286327714422,401.8954849815409,0.3851507139188786
French Guiana,2015-02-04 11:18:44.392439232,20.41272763798049,32.01744034713276,11.13887267388025,58.522996139677865,344.55577017817416,1.1986616959805438
Kiribati,2015-02-05 07:28:27.650765056,26.382878480732877,84.7203609433174,13.93151890268472,20.36255970009987,453.2408048284948,0.2907010513503101
Saint Helena,2015-02-06 03:38:10.909090880,10.32482844762588,1.290629917612307,16.17123193831137,72.54363891856875,353.97988098904233,0.6555615706084682
Canada,2015-02-06 23:47:54.167416704,13.5897402331755,47.78785860231315,8.158032768084672,60.16797818223522,506.5405585416925,2.45442515763761
Vietnam,2015-02-07 19:57:37.425742528,15.343521736936198,57.036836237716294,31.761086670769885,17.058925640533996,463.93972221524535,-0.3117818672149873
Ecuador,2015-02-08 16:07:20.684068352,11.41174104099375,42.23430154347512,17.552006520618825,10.4557702775125,333.64885187278026,1.2386078004647485
Slovenia,2015-02-09 12:17:03.942394176,14.2904120429933,60.072420112305466,41.689048733157925,70.47745694327591,340.50330223489243,-1.1006926881020205
Saint Martin,2015-02-10 08:26:47.200720064,13.176371350824311,17.197448895317578,29.358582183646064,12.798647040164834,448.3274731798823,-1.2666522772318245
Samoa,2015-02-11 04:36:30.459045888,17.22718025995966,8.24750524902912,39.078181133405415,24.26710283042761,354.21619164901955,-0.1465888059248135
Anguilla,2015-02-12 00:46:13.717371712,10.32317785575226,32.68590030719145,21.56477099422852,48.17219865698097,334.7194355156777,0.332577215275813
Jersey,2015-02-12 20:55:56.975697536,8.503861162224576,26.302591389590912,7.286743905192034,23.756816360779165,356.20254836510196,0.0711256649364311
Djibouti,2015-02-13 17:05:40.234023360,14.244518249092453,3.809484894555304,47.27483303500992,16.27961221488272,451.80063519893446,-0.7522283331691758
Malaysia,2015-02-14 13:15:23.492349184,23.66101254162033,24.70253025220804,48.674084154794635,16.365458204826332,436.3052203155515,-2.433507497567092
Burundi,2015-02-15 09:25:06.750675008,15.062847860221474,3.641372809026455,17.51541379764545,62.07293257281555,408.0040088860514,-1.326906158688245
Angola,2015-02-16 05:34:50.009000896,12.634568216660169,33.76623138502456,0.0858066127183143,0.5008506203043495,526.4557120124082,0.674769963108386
Netherlands,2015-02-17 01:44:33.267326720,24.215857522786557,17.76442975384942,24.136200900793646,79.20385038321585,380.8853654081329,-0.403758197067056
Falkland Islands (Malvinas),2015-02-17 21:54:16.525652544,18.823963884790192,94.9581452701815,29.13623752965036,65.17732473471457,305.73048645587016,-1.6042444781164
Maldives,2015-02-18 18:03:59.783978368,0.7795705576532441,10.15953612657272,16.898801338629955,5.725233353201331,342.6655306011471,1.8213947259788972
Iceland,2015-02-19 14:13:43.042304192,14.69204262004278,77.7238629092688,17.695383936991572,49.10736167122681,479.40671353560936,0.1763094836054265
Uganda,2015-02-20 10:23:26.300630016,20.45222840636225,22.829789724016724,33.36313503311806,44.52585727894375,429.51607460711745,0.4870177761994277
Denmark,2015-02-21 06:33:09.558955840,8.869606936433529,5.284923669162644,47.91839405351733,75.25806120501012,440.2147570132109,-0.2566077565831796
Malaysia,2015-02-22 02:42:52.817281664,19.5320131679672,76.93777137245297,25.530803085144488,94.5103398402664,422.0013735497695,-0.8912483282679753
Poland,2015-02-22 22:52:36.075607552,9.759678918647838,25.23639335932448,20.36141735407372,34.035107438422116,290.3694893231891,-0.1832060060187621
Bahamas,2015-02-23 19:02:19.333933376,4.70411364054393,97.96696879324016,7.642239796065336,62.043767715598385,415.4984404869387,0.9880433308998042
Pakistan,2015-02-24 15:12:02.592259200,18.663724009595256,37.95102680129373,5.467516774954423,40.24131451060781,356.8497938439912,2.311552237918238
Macao,2015-02-25 11:21:45.850585024,18.793685057571977,83.63491793409649,4.329395911021044,2.3689642297025526,386.42796424178505,0.0635635159579837
Chad,2015-02-26 07:31:29.108910848,11.910564746850836,0.7667508779994336,18.79080028699515,69.33518521044279,417.8531608363141,1.2322976439352613
Angola,2015-02-27 03:41:12.367236672,17.32851771506722,22.312682602930156,38.3031353988201,13.37783217972347,388.1325868926798,0.0514536505502612
Uruguay,2015-02-27 23:50:55.625562496,11.280588952765571,72.62918643848603,20.967273633439476,8.078714751514383,312.36254485276766,-1.1333028576697246
Iceland,2015-02-28 20:00:38.883888384,23.268123550987234,86.72502255331206,33.735690722135445,96.66529411001224,372.75534670452134,-1.3262296885566562
Algeria,2015-03-01 16:10:22.142214208,18.45398912428992,71.60864246486071,29.422063690223776,0.6082281955830382,331.20178473600396,0.6121289902463015
United Kingdom,2015-03-02 12:20:05.400540032,15.425386787733784,6.070205278460083,19.32899026847858,12.482009336480926,364.0547970948614,-1.2884390757361095
Lesotho,2015-03-03 08:29:48.658865856,19.05632661303607,51.41771345582531,17.95652181878448,96.76622515944948,486.7143140276083,0.4947798856322828
Congo,2015-03-04 04:39:31.917191680,11.78016779399794,83.36460707178787,16.471517279390742,7.0195721306564485,393.88220488851607,-3.760695118555985
Uganda,2015-03-05 00:49:15.175517504,8.236723453100918,8.272478456871934,8.653195080091013,89.21553242811412,390.54099842878287,-0.5234425468916862
Sao Tome and Principe,2015-03-05 20:58:58.433843328,14.55455162566006,51.96451962663071,16.02454538955676,32.65337838113132,410.47430404114095,1.8894217572420664
Kenya,2015-03-06 17:08:41.692169152,17.725548608020944,75.70487854707524,22.509533694803626,28.576106286856927,448.76302230374137,-0.2402904756083038
Armenia,2015-03-07 13:18:24.950495040,12.243448951624798,82.41347235791629,34.846494379902445,70.39814230169824,413.55939841045176,-0.4275681995311556
Vietnam,2015-03-08 09:28:08.208820864,11.826360268690005,75.82611975511662,16.566372597087447,86.9985921412677,423.93329293477086,-0.9075017889488556
United States of America,2015-03-09 05:37:51.467146688,18.611633950521984,67.50580512556816,20.94197574613737,83.01250009811105,432.6705994868838,1.8088316631634795
Brazil,2015-03-10 01:47:34.725472512,18.53836727859435,82.92133912409197,28.304999380127825,69.25156244495749,406.2516831250387,-0.256874317419855
Malawi,2015-03-10 21:57:17.983798336,9.15549678047438,60.39489697009235,43.132798400321136,31.00692012611197,432.2042096198234,0.7214935721842006
Palestinian Territory,2015-03-11 18:07:01.242124160,5.744728897607789,11.679455395557005,9.785129830940749,45.65420916177395,382.95984531622304,1.5698052847751671
United States of America,2015-03-12 14:16:44.500449984,18.029422566477383,7.1333310886043,48.50733080183523,51.63376762470128,442.94849474709446,0.6082404190383912
Tanzania,2015-03-13 10:26:27.758775872,8.06801482459804,21.109968929624035,33.89878494256112,46.733847588703895,385.8974496039522,0.8553301142926244
Saint Pierre and Miquelon,2015-03-14 06:36:11.017101696,20.64629875680516,55.72857365085887,32.73508778829823,46.01998125512754,475.955848273756,-0.9120690189747072
Cape Verde,2015-03-15 02:45:54.275427520,21.779773982717785,50.07823521131994,12.544311941434817,6.866232545091866,261.74718269079483,-0.3174193294018962
Lesotho,2015-03-15 22:55:37.533753344,18.721466139070287,38.507779971445835,32.66532861591765,77.38050045867514,313.91584552041456,0.0437332075200545
Vanuatu,2015-03-16 19:05:20.792079168,10.216383345364171,43.26550587989421,35.32869140295078,5.630355195480075,367.8293207009066,-1.2749223137503942
Finland,2015-03-17 15:15:04.050404992,12.25714782407434,65.04327446928914,34.991138379551096,75.7106385072254,407.00026330423566,0.3593599188770598
British Indian Ocean Territory (Chagos Archipelago),2015-03-18 11:24:47.308730816,16.344048266968635,56.502953998874496,31.53998823653908,39.5836989986247,335.86454729308406,1.2682313699874372
Azerbaijan,2015-03-19 07:34:30.567056640,10.184321381050342,70.16053320166664,33.19051568836389,92.99251434363649,374.1254286112009,0.9088657749336236
British Indian Ocean Territory (Chagos Archipelago),2015-03-20 03:44:13.825382528,17.19370485922029,67.15864208039439,36.40895086827855,31.02927681402472,440.74749246144256,0.9197314476785324
Vietnam,2015-03-20 23:53:57.083708352,11.51529647845913,86.37181402508904,33.71443389371513,67.27255675229426,436.0285198098038,2.4850070633304844
Niue,2015-03-21 20:03:40.342034176,18.051214819753916,22.37417394616793,4.5530788484125,44.28839353114361,396.4671138049869,-0.5940432725217475
Mayotte,2015-03-22 16:13:23.600360000,18.920426668393787,35.806048421577216,24.113627739682915,38.1402515998886,342.8205982277626,1.289739043516834
Gambia,2015-03-23 12:23:06.858685824,14.154341543262356,61.88195622295777,24.77930343853875,41.53716216955713,467.26748788606307,-0.9980232651082556
Sri Lanka,2015-03-24 08:32:50.117011648,7.713532192209858,51.97929684235588,34.717554811646714,14.844030332163973,381.54242276835737,0.8023976025393325
Ethiopia,2015-03-25 04:42:33.375337472,16.490589686687123,65.45293755718988,27.213058617625364,89.07930560201514,478.4107726677248,-1.3953648952855668
Anguilla,2015-03-26 00:52:16.633663360,15.185486780910772,84.38093806983483,20.621887048784792,52.399018984754555,353.65252418715585,-0.7110916742019469
Cambodia,2015-03-26 21:01:59.891989184,10.883977628351586,62.71258276878695,6.61186606025313,87.89972033765417,310.0201024645784,0.5429555528766514
Angola,2015-03-27 17:11:43.150315008,12.125680109243318,53.31297263138681,17.78323785430117,81.89872550825326,430.984353540869,0.4629591881484158
Norway,2015-03-28 13:21:26.408640832,5.427887918465318,58.855446288826464,36.477923691946,67.2951553282291,394.1295478947909,0.1129850950638603
Costa Rica,2015-03-29 09:31:09.666966656,14.787141075065673,76.24680820916407,43.47492119849021,1.1499884569644123,383.032415750478,-0.5351206041826645
Luxembourg,2015-03-30 05:40:52.925292480,13.691335458113976,89.47606560653779,26.32806684390209,32.332010890495745,461.512438163853,-0.6443513117331957
Pitcairn Islands,2015-03-31 01:50:36.183618304,13.642127867787934,81.42348414978086,37.58360976698751,6.195492146749759,423.02618429937513,-0.0827655301422534
Gambia,2015-03-31 22:00:19.441944192,10.800533144978203,38.94026726286485,21.47706777985656,85.59642920494412,387.6784176520211,0.924118827112223
Botswana,2015-04-01 18:10:02.700270016,21.483276100853068,57.93917485318841,10.594642536901096,25.05365583259063,351.37204429995955,1.7123473404771223
Myanmar,2015-04-02 14:19:45.958595840,11.567129706702428,33.84666592333736,30.868638402233607,48.98706093540505,431.63820098950913,0.9226518521567916
North Macedonia,2015-04-03 10:29:29.216921664,15.850261987634926,77.5059948766812,10.998300961997916,38.797127193537975,406.69723630530535,-0.2006304531119792
Kyrgyz Republic,2015-04-04 06:39:12.475247488,24.498332712246903,16.481163986305912,19.863253785329633,88.37725264353836,328.93405072850345,0.4894332843120883
Guadeloupe,2015-04-05 02:48:55.733573312,23.174399030959783,1.826913987090062,36.986489338877966,13.309571706778122,448.39976933860936,0.4322738059829599
Brunei Darussalam,2015-04-05 22:58:38.991899136,21.57541019200489,18.171097696007344,2.6809697188727055,58.10326893533906,499.1609762719663,0.0909308293585375
Georgia,2015-04-06 19:08:22.250224960,21.102806298115972,86.38418404912596,15.48912039598454,28.60490333062897,341.09452424826463,-0.3578886548387184
Switzerland,2015-04-07 15:18:05.508550848,17.24750271605929,45.13999378540636,29.61062626975225,23.850725894812165,354.6986523535959,-0.2095377689800579
Chad,2015-04-08 11:27:48.766876672,12.406694215293015,39.43837885601261,10.814387144284265,43.46871151780729,439.02928976939097,-1.041117119897361
Egypt,2015-04-09 07:37:32.025202496,14.436100497443356,7.532150851935571,7.487690118665624,85.23779972484536,412.58708204315326,-1.9283789485732876
Hungary,2015-04-10 03:47:15.283528320,14.176280174789731,51.58552973195762,13.046385474168176,23.07391900851924,504.460403492111,0.9350630165708842
Mozambique,2015-04-10 23:56:58.541854144,17.70639671674241,60.38148423512517,14.567823841661598,79.95556891554378,328.1050912449448,0.1386757111906192
Bulgaria,2015-04-11 20:06:41.800179968,12.121030960284738,22.54662072689204,48.07553301921866,68.97438060144458,364.5956085032468,0.3951815103129285
San Marino,2015-04-12 16:16:25.058505792,17.322673921201304,52.34169481214524,0.122903872134833,27.418488012263044,497.0662015744299,0.7157028225930472
Uzbekistan,2015-04-13 12:26:08.316831680,13.001367843747657,27.72908012429285,5.024050658605395,64.59504220949484,369.7740244590544,1.5935391464264146
Namibia,2015-04-14 08:35:51.575157504,17.90244175056319,66.20486761736912,40.59752675380637,88.02563646044379,438.0017224532341,0.0279347362597336
Jamaica,2015-04-15 04:45:34.833483328,15.987585900641957,95.5787621810928,14.286440196936612,59.88434952113436,332.90412098647136,0.5845670721954174
Tanzania,2015-04-16 00:55:18.091809152,14.639431030984918,96.88204461322395,27.20899663465654,53.46884405048726,452.16062073812816,0.4872025146314316
Slovakia (Slovak Republic),2015-04-16 21:05:01.350134976,11.630262722972857,43.68041755735086,15.5356400263153,39.04737768126635,446.4339554152718,0.3325172928910492
Wallis and Futuna,2015-04-17 17:14:44.608460800,14.917271940266469,83.52409716835881,7.490557893939631,21.6631097947826,450.4201089113772,-0.882682812015318
Andorra,2015-04-18 13:24:27.866786624,7.519071795567786,5.771165084749519,0.8939383587180827,83.67373008886179,420.9852159877646,0.1842953709037859
United Kingdom,2015-04-19 09:34:11.125112448,6.287537523907099,94.94286675795344,29.874960935766016,90.04351777633477,390.8962057783268,-0.175540087633009
Nepal,2015-04-20 05:43:54.383438336,18.92445740279057,41.75327450357307,47.72626603253993,90.07892916276016,450.30013849932766,-1.485427351236076
Moldova,2015-04-21 01:53:37.641764160,13.816632560880423,24.76048192759398,31.59539167341906,73.08545947920675,411.81571756650976,0.7691130609172271
Burundi,2015-04-21 22:03:20.900089984,17.163183514537273,25.691521794893045,2.052944592260808,63.042744809667475,418.24698963097,1.4066336700717517
Netherlands Antilles,2015-04-22 18:13:04.158415808,11.508350075014912,88.30859229440061,35.098462167267705,14.216378075222725,373.1599167314074,0.0588903135006785
French Polynesia,2015-04-23 14:22:47.416741632,21.97357024496724,35.810194853053034,45.39580397302666,59.06505299064484,434.57712141875487,1.670840148220363
Tokelau,2015-04-24 10:32:30.675067456,19.911600705578746,12.08027347214735,39.723441893891184,40.135771108498155,340.72203298326235,-0.0244110462717947
Gambia,2015-04-25 06:42:13.933393280,18.244461688473663,82.96214684146427,31.727741809197312,66.67128308229702,405.1693851947732,0.4441595053888457
Yemen,2015-04-26 02:51:57.191719168,11.25458713265638,0.5848153458892447,41.71932970239733,80.98115207046267,347.155470768907,1.0757675224067735
Uganda,2015-04-26 23:01:40.450044992,21.712793766487863,22.22133925353508,7.188783136592858,21.958143118815222,458.0143761164103,1.035336426371289
French Guiana,2015-04-27 19:11:23.708370816,18.034268490291677,25.20971339368394,42.58467746707724,36.47561620729617,321.69513883923673,-0.8908062322436816
Belize,2015-04-28 15:21:06.966696640,19.68365149252273,10.466482577635938,31.660174519690965,19.33154303792707,466.10645267971097,-0.3602096510299284
North Macedonia,2015-04-29 11:30:50.225022464,13.515762522196328,82.08934724756764,23.44614659945809,48.3932597572165,311.6160155375505,0.8107092155583296
British Virgin Islands,2015-04-30 07:40:33.483348288,12.551545742287605,12.63572466668883,5.1880965979529625,35.04379117772686,418.08783613994336,-0.9324604155389772
Kenya,2015-05-01 03:50:16.741674112,12.316082342984538,42.31351779739418,35.221660135475005,60.859042224538904,389.6886496344316,-0.4452091665332911
Bahrain,2015-05-01 23:59:59.999999936,8.7052352748218,62.92478406043123,22.64053403681218,62.07197433317763,348.35111620015937,0.1043867830942392
Fiji,2015-05-02 20:09:43.258325824,18.19674958647122,69.60083845984285,40.81397019344131,48.36475616701037,393.67856477748614,-0.827823649761265
Luxembourg,2015-05-03 16:19:26.516651648,15.861335861688476,63.79733361761375,1.4507727314232666,84.74089405242954,416.1411950310288,-1.831486590390289
Tanzania,2015-05-04 12:29:09.774977472,10.500333645627393,47.81711119859222,47.112082575048305,84.76271237826144,487.7197525110977,-1.150912100980041
Syrian Arab Republic,2015-05-05 08:38:53.033303296,20.367074088508453,65.75123999541094,14.845547418785571,61.47594853294589,402.9311132252268,-0.296035591498257
Dominica,2015-05-06 04:48:36.291629120,8.635621495456352,83.15118638764055,21.05007285379536,62.33479877172699,371.56315789458745,-0.7908369267871356
Philippines,2015-05-07 00:58:19.549954944,8.566015712903118,36.74273187430859,19.751153373147968,59.6111228618578,334.3055388647496,-0.9044495614152132
Hungary,2015-05-07 21:08:02.808280768,21.98752116286169,60.39403856790373,34.75559836395677,83.05987395750014,416.3785469607214,-0.6583179829676908
Slovenia,2015-05-08 17:17:46.066606656,21.575885690431797,35.47282049988455,27.564575746379894,10.979995719633152,368.6815278448765,1.7030850730549518
Sri Lanka,2015-05-09 13:27:29.324932480,3.8752625137925456,21.864507404035816,8.840014390152524,37.442052975504566,335.3622728859333,0.2987712378859437
Greece,2015-05-10 09:37:12.583258304,12.669003413127797,2.2431345427017413,28.02358559628303,4.137519295835523,425.1293144747231,-0.6753236001587493
Tanzania,2015-05-11 05:46:55.841584128,13.062940132961474,17.06247241626301,5.992661590518006,86.15129457137961,373.42386049285255,-0.6675786430974158
Turkey,2015-05-12 01:56:39.099909952,25.254491128292365,7.068546171759915,30.36818714788751,27.190370487853976,446.4389689500383,0.1127989922205131
Norfolk Island,2015-05-12 22:06:22.358235776,4.208420749280224,91.36584590383131,29.12224360492616,81.26513441912732,355.60960611225414,0.9646458584198428
Samoa,2015-05-13 18:16:05.616561600,22.12423414373772,18.663999998017033,32.01445074038877,19.706590341208507,365.7992494311488,-0.9493324161728272
Iraq,2015-05-14 14:25:48.874887424,12.86454261760721,15.283222984221132,12.32703022871387,18.28589259489072,305.8873141669774,2.0174327013384916
Canada,2015-05-15 10:35:32.133213312,19.63437666292273,64.15091094608357,43.4817485058629,31.63670649147,452.67434748307386,0.2936536549041872
Somalia,2015-05-16 06:45:15.391539136,1.4639287779944574,26.68595094743505,12.117916870167972,53.00655917875714,335.3166195263517,0.3657153531043237
Argentina,2015-05-17 02:54:58.649864960,12.00850071438853,39.11879260932268,18.070248287556083,31.220406247302257,383.886183171287,0.3099152085642048
Romania,2015-05-17 23:04:41.908190784,6.6967595303539404,49.03358706152833,0.2647889570191464,61.13945772367195,354.8269138903665,-0.3600318442290583
Heard Island and McDonald Islands,2015-05-18 19:14:25.166516608,12.166160508608352,9.507663984319114,38.3514949906087,9.531501062911262,423.86803606863543,1.2322306230448463
Bermuda,2015-05-19 15:24:08.424842432,7.640229121256931,96.51079169843185,13.7918989093465,37.47626101147341,401.3234929564333,0.1575134377296828
Bolivia,2015-05-20 11:33:51.683168256,10.302435185538478,70.31182345685906,22.70401608136191,98.3881345194892,437.75466780416,-1.6698875671821434
Sierra Leone,2015-05-21 07:43:34.941494144,12.401670342318734,28.17361972304071,12.518067969159342,40.78221307185606,340.2333551184592,0.0655415402929702
Saint Kitts and Nevis,2015-05-22 03:53:18.199819968,19.08678912096232,23.62073615294769,3.0524724003593464,87.24333534920768,368.8567148453476,0.8820855623382178
Burundi,2015-05-23 00:03:01.458145792,6.255723464854121,70.78726757459637,36.91173586618497,53.87238464554248,324.7082398877212,-0.8601073611459108
Afghanistan,2015-05-23 20:12:44.716471616,17.716039192707377,93.4494072657494,6.7682351601219715,37.9673856538682,435.1230753048893,-0.5364584831609521
Canada,2015-05-24 16:22:27.974797440,22.823668311684564,23.367901415439775,16.220064502487546,4.040703686029035,339.1685832219213,-2.5235490193704195
Belgium,2015-05-25 12:32:11.233123264,15.309173502216783,4.2675562103057345,1.9483448245458832,92.45667264315762,375.88020318722727,-0.1840070986341574
Timor-Leste,2015-05-26 08:41:54.491449088,18.3057641297003,74.83506638432762,29.69175879759263,54.851456051760074,318.7269233480508,0.3530992556859944
Reunion,2015-05-27 04:51:37.749774912,19.14227737971047,21.90444938389199,34.75161034571068,54.05459864414329,454.2548420477614,-0.3073916004624668
Guadeloupe,2015-05-28 01:01:21.008100800,21.78467508101945,61.22843433238597,9.470492903686518,27.39692388089814,328.10737087177546,1.296078310219079
Switzerland,2015-05-28 21:11:04.266426624,18.611431308701775,24.585751697994183,18.438086672526715,19.74437029338307,482.3302038180889,-0.5237262115496185
Israel,2015-05-29 17:20:47.524752448,11.257015401805548,47.149713590526744,41.79947327037129,13.731927506681096,351.9571877506027,1.0264506582108384
Lao People's Democratic Republic,2015-05-30 13:30:30.783078272,17.6013671619673,82.94352077289426,22.91547753043661,31.707665740429757,474.8086792481137,1.7571967115764866
Netherlands,2015-05-31 09:40:14.041404096,14.302442495791908,75.18595192051166,32.243370976107144,36.42680313881059,293.19808184646183,-1.0109558221402155
Romania,2015-06-01 05:49:57.299729920,14.846511208884854,32.21023278446806,35.83514727908609,48.717902103801215,357.1975940521544,0.2086501853538498
Armenia,2015-06-02 01:59:40.558055744,25.71935547068037,18.96425766125311,37.38288978773701,69.05803865189833,326.04287025916375,-0.328803657186798
Martinique,2015-06-02 22:09:23.816381632,4.227051753914797,81.10126057931784,2.733124685129107,36.012949771746605,413.9421974043013,1.7582412252025603
Chad,2015-06-03 18:19:07.074707456,16.65581809494322,70.15282710217727,11.897896825837927,44.86345159059447,323.6559553070199,2.728656856729978
Malawi,2015-06-04 14:28:50.333033280,22.055471775070146,58.79527113257686,10.198305701369437,73.34794754598421,330.5206761348559,1.0089649953780244
Cuba,2015-06-05 10:38:33.591359104,10.14862236269397,6.194836544431393,44.65153429400687,17.712731267969428,381.24851805184375,1.4019620958547487
Saint Barthelemy,2015-06-06 06:48:16.849684928,10.620429742911128,92.68502292209804,34.837267439141705,63.461345705108265,358.35786536267847,-0.569240331206776
Uzbekistan,2015-06-07 02:58:00.108010752,15.351037185771698,78.85780492383489,0.1462294846273415,55.87381234738984,347.65538860112787,0.4598869981428685
Saint Lucia,2015-06-07 23:07:43.366336576,12.683749072655369,91.70140211861052,42.08845646354169,26.428187574928753,354.6899836507123,-0.3726310301541048
Reunion,2015-06-08 19:17:26.624662400,13.762835173538432,95.98002437794484,36.24857534625424,77.13096193758857,310.1626631988977,0.9008440838011674
Brazil,2015-06-09 15:27:09.882988288,10.50000167260318,8.764719770257523,38.71464488083475,91.69818204329783,412.8487504624037,-0.2874266257062404
